"age","workclass","fnlwgt","went.to.college","education.years","is.married","occupation","relationship","race","is.male","capital.gain","capital.loss","hours.per.week","native.country","income.over.50k"
21,"Private",346341,1,10,0,"Prof-specialty","Not-in-family","White",0,0,0,40,"United-States","<=50K"
50,"Private",172175,0,15,1,"Prof-specialty","Husband","White",1,0,0,50,"United-States",">50K"
17,"Private",153035,0,6,0,"Sales","Own-child","White",0,0,0,20,"United-States","<=50K"
63,"Private",200127,0,9,0,"Adm-clerical","Not-in-family","White",0,0,0,40,"United-States","<=50K"
31,"Local-gov",204470,1,14,0,"Prof-specialty","Not-in-family","White",1,0,0,43,"United-States","<=50K"
45,"Private",353012,0,9,0,"Transport-moving","Not-in-family","White",1,0,0,40,"United-States","<=50K"
25,"Private",194342,0,9,0,"Machine-op-inspct","Own-child","White",1,0,0,40,"United-States","<=50K"
20,"Private",57898,0,8,0,"Farming-fishing","Own-child","White",1,0,0,40,"United-States","<=50K"
31,"Private",164707,1,10,0,"Sales","Other-relative","White",0,0,0,40,"","<=50K"
42,"Private",269028,1,16,1,"Prof-specialty","Husband","White",1,0,0,40,"France","<=50K"
56,"Private",83922,1,10,1,"Craft-repair","Husband","White",1,0,0,40,"United-States",">50K"
47,"Private",160647,0,9,0,"Farming-fishing","Unmarried","White",0,0,0,46,"United-States","<=50K"
69,"Private",125437,0,9,0,"Other-service","Not-in-family","White",0,0,0,32,"United-States","<=50K"
42,"Private",246011,0,13,1,"Prof-specialty","Wife","White",0,0,0,55,"United-States","<=50K"
19,"Private",216937,0,9,0,"Handlers-cleaners","Other-relative","Other",0,0,0,60,"Guatemala","<=50K"
56,"Self-emp-not-inc",66356,1,10,1,"Farming-fishing","Husband","White",1,0,0,50,"United-States","<=50K"
33,"Private",154981,0,13,1,"Adm-clerical","Husband","White",1,0,1902,50,"United-States",">50K"
61,"Federal-gov",197311,1,14,0,"Prof-specialty","Unmarried","White",0,0,0,40,"United-States","<=50K"
38,"Private",301743,0,9,0,"Other-service","Not-in-family","White",0,0,0,35,"United-States","<=50K"
50,"Self-emp-not-inc",401118,0,9,1,"Craft-repair","Husband","White",1,99999,0,50,"United-States",">50K"
39,"Private",98776,1,10,0,"Exec-managerial","Not-in-family","White",1,0,0,50,"United-States",">50K"
35,"Self-emp-not-inc",32528,0,9,1,"Transport-moving","Husband","White",1,0,0,50,"United-States","<=50K"
27,"Private",177119,1,10,0,"Adm-clerical","Unmarried","White",0,0,0,44,"United-States","<=50K"
40,"Self-emp-inc",193524,1,10,1,"Farming-fishing","Husband","White",1,0,0,40,"United-States",">50K"
59,"State-gov",192258,1,16,1,"Prof-specialty","Husband","White",1,0,0,40,"United-States",">50K"
20,"",145917,1,10,0,"","Not-in-family","White",0,0,0,15,"United-States","<=50K"
42,"Federal-gov",214838,0,9,1,"Tech-support","Husband","White",1,0,0,30,"United-States",">50K"
59,"Private",176011,1,10,0,"Adm-clerical","Unmarried","White",1,0,0,40,"United-States","<=50K"
54,"Self-emp-inc",147239,1,16,1,"Prof-specialty","Husband","White",1,0,0,60,"United-States",">50K"
38,"Private",159179,1,10,1,"Exec-managerial","Husband","White",1,0,1902,50,"United-States",">50K"
53,"Private",155963,0,13,1,"Sales","Husband","White",1,0,0,30,"United-States","<=50K"
20,"Private",360457,1,10,0,"Exec-managerial","Own-child","White",0,0,0,30,"United-States","<=50K"
54,"Federal-gov",114674,1,10,1,"Exec-managerial","Husband","White",1,0,0,40,"United-States",">50K"
41,"Self-emp-not-inc",95708,1,14,0,"Exec-managerial","Not-in-family","Asian-Pac-Islander",1,0,0,45,"United-States",">50K"
33,"Local-gov",100734,0,9,0,"Tech-support","Not-in-family","White",0,0,0,55,"United-States","<=50K"
35,"Private",188972,0,9,0,"Exec-managerial","Unmarried","White",0,0,0,30,"United-States","<=50K"
22,"Private",162667,0,9,0,"Handlers-cleaners","Own-child","White",1,0,0,50,"Portugal","<=50K"
45,"Self-emp-not-inc",28497,0,13,1,"Farming-fishing","Husband","White",1,0,1485,70,"United-States",">50K"
29,"Private",180758,1,14,0,"Prof-specialty","Not-in-family","White",1,0,0,40,"United-States","<=50K"
56,"Self-emp-not-inc",346635,1,14,0,"Sales","Unmarried","White",0,0,2339,60,"United-States","<=50K"
23,"Private",46645,0,13,0,"Prof-specialty","Not-in-family","White",0,0,0,25,"United-States","<=50K"
30,"Private",203258,0,9,0,"Other-service","Not-in-family","White",0,0,0,35,"United-States","<=50K"
17,"Private",134480,0,7,0,"Priv-house-serv","Own-child","White",0,0,0,25,"United-States","<=50K"
35,"Local-gov",85548,1,10,0,"Adm-clerical","Unmarried","Amer-Indian-Eskimo",0,0,0,40,"United-States","<=50K"
25,"Private",195994,0,2,0,"Priv-house-serv","Not-in-family","White",0,0,0,40,"Guatemala","<=50K"
42,"State-gov",148316,0,11,1,"Protective-serv","Husband","White",1,0,0,40,"United-States",">50K"
42,"Private",227466,0,9,0,"Other-service","Other-relative","Black",1,0,0,40,"United-States","<=50K"
19,"Private",68552,0,9,0,"Handlers-cleaners","Own-child","White",1,0,0,30,"United-States","<=50K"
32,"Private",252257,0,12,0,"Adm-clerical","Not-in-family","White",0,0,0,45,"United-States","<=50K"
44,"Private",30126,1,10,0,"Adm-clerical","Unmarried","White",0,0,0,40,"United-States","<=50K"
53,"Private",304353,1,10,1,"Craft-repair","Husband","White",1,0,0,36,"United-States",">50K"
47,"Self-emp-not-inc",171968,0,13,0,"Exec-managerial","Unmarried","Asian-Pac-Islander",0,0,0,60,"Thailand","<=50K"
24,"Private",205839,1,10,0,"Handlers-cleaners","Own-child","White",1,0,0,40,"United-States","<=50K"
30,"State-gov",218640,1,10,1,"Prof-specialty","Wife","Black",0,0,0,40,"United-States",">50K"
42,"Private",150568,0,9,0,"Sales","Unmarried","White",0,0,0,45,"United-States","<=50K"
19,"Private",382738,0,9,0,"Other-service","Own-child","Black",0,0,0,40,"United-States","<=50K"
37,"Self-emp-not-inc",138940,0,7,0,"Farming-fishing","Own-child","White",1,0,0,37,"United-States","<=50K"
26,"Self-emp-not-inc",258306,0,6,1,"Farming-fishing","Husband","White",1,0,0,99,"United-States","<=50K"
25,"Local-gov",190107,0,9,0,"Farming-fishing","Own-child","White",1,0,1719,16,"United-States","<=50K"
52,"Private",152373,1,10,1,"Sales","Husband","White",1,0,0,40,"United-States","<=50K"
50,"Local-gov",141875,0,9,1,"Transport-moving","Husband","White",1,0,0,40,"United-States","<=50K"
40,"Private",79586,0,15,1,"Prof-specialty","Husband","Asian-Pac-Islander",1,99999,0,40,"",">50K"
32,"Private",157289,0,9,0,"Handlers-cleaners","Other-relative","White",1,0,0,40,"United-States","<=50K"
37,"Private",184498,0,9,1,"Transport-moving","Husband","White",1,0,0,40,"United-States","<=50K"
42,"Local-gov",109684,1,14,0,"Prof-specialty","Not-in-family","White",0,0,1741,35,"United-States","<=50K"
47,"Private",199832,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
47,"Private",23545,1,10,1,"Handlers-cleaners","Husband","White",1,0,0,40,"United-States","<=50K"
28,"Private",175710,0,13,1,"Exec-managerial","Wife","White",0,0,0,40,"United-States",">50K"
27,"Private",52028,0,13,1,"Exec-managerial","Wife","Asian-Pac-Islander",0,0,0,40,"South","<=50K"
61,"Self-emp-not-inc",315977,0,9,1,"Transport-moving","Husband","Black",1,0,0,40,"United-States","<=50K"
47,"Private",202322,0,3,1,"Handlers-cleaners","Husband","White",1,0,0,40,"Mexico","<=50K"
30,"Private",251825,0,12,0,"Machine-op-inspct","Unmarried","Black",0,0,0,40,"United-States","<=50K"
54,"Private",202115,0,9,1,"Machine-op-inspct","Wife","White",0,0,0,40,"United-States",">50K"
56,"Local-gov",216824,0,15,1,"Adm-clerical","Husband","Asian-Pac-Islander",1,0,0,40,"Philippines",">50K"
69,"Private",145656,1,10,0,"Adm-clerical","Not-in-family","White",0,0,0,24,"United-States","<=50K"
30,"Private",137076,0,9,1,"Transport-moving","Husband","White",1,0,0,40,"United-States",">50K"
36,"Private",152621,1,10,1,"Craft-repair","Husband","White",1,0,0,40,"Canada",">50K"
42,"Self-emp-not-inc",27242,0,7,1,"Farming-fishing","Husband","White",1,0,0,60,"United-States","<=50K"
45,"Federal-gov",358242,0,13,1,"Prof-specialty","Husband","White",1,0,0,45,"United-States",">50K"
39,"Private",184117,0,13,1,"Prof-specialty","Wife","White",0,7688,0,20,"United-States",">50K"
26,"Private",300290,0,7,0,"Adm-clerical","Own-child","White",0,0,0,40,"United-States","<=50K"
28,"Local-gov",149991,0,13,1,"Protective-serv","Husband","Black",1,0,0,42,"United-States",">50K"
31,"Private",189759,1,14,1,"Sales","Husband","White",1,0,0,40,"United-States",">50K"
32,"Private",339482,0,3,0,"Farming-fishing","Other-relative","White",1,0,0,60,"Mexico","<=50K"
51,"Private",100933,0,9,0,"Exec-managerial","Other-relative","White",0,0,0,40,"United-States","<=50K"
29,"Private",354558,0,9,1,"Sales","Husband","White",1,0,0,60,"United-States","<=50K"
38,"Local-gov",162613,1,14,0,"Prof-specialty","Not-in-family","White",0,0,2258,60,"United-States","<=50K"
64,"Private",285052,1,10,0,"Exec-managerial","Not-in-family","White",0,0,0,10,"United-States","<=50K"
26,"State-gov",175044,1,10,0,"Protective-serv","Own-child","White",1,0,0,40,"United-States","<=50K"
68,"Private",45508,0,3,0,"Sales","Not-in-family","White",1,0,0,22,"United-States","<=50K"
32,"Private",173351,0,9,1,"Craft-repair","Husband","White",1,0,0,48,"United-States","<=50K"
29,"Private",173611,1,10,0,"Sales","Own-child","White",0,0,0,40,"United-States","<=50K"
51,"",182543,0,2,0,"","Unmarried","White",0,0,0,40,"Mexico","<=50K"
21,"Private",143062,0,9,0,"Machine-op-inspct","Own-child","White",1,0,0,40,"United-States","<=50K"
26,"",137951,0,6,0,"","Other-relative","White",0,0,0,40,"Puerto-Rico","<=50K"
33,"Local-gov",293063,0,13,0,"Prof-specialty","Other-relative","Black",1,0,0,40,"","<=50K"
26,"Private",377754,0,9,0,"Machine-op-inspct","Not-in-family","White",1,0,0,40,"United-States","<=50K"
52,"Private",152373,0,9,1,"Machine-op-inspct","Husband","White",1,2105,0,40,"United-States","<=50K"
31,"Private",193477,0,9,1,"Craft-repair","Husband","White",1,0,0,55,"United-States","<=50K"
29,"Local-gov",277323,0,9,0,"Protective-serv","Unmarried","White",1,0,0,45,"United-States","<=50K"
19,"Private",69182,1,10,0,"Other-service","Own-child","White",0,0,0,27,"United-States","<=50K"
51,"Private",219599,0,9,1,"Machine-op-inspct","Wife","White",0,0,0,40,"United-States","<=50K"
45,"Private",129371,0,5,0,"Other-service","Unmarried","Other",0,0,0,40,"Trinadad&Tobago","<=50K"
20,"Private",470875,0,9,1,"Sales","Own-child","Black",1,0,0,32,"United-States","<=50K"
40,"Private",201734,1,10,0,"Handlers-cleaners","Not-in-family","White",1,0,0,48,"United-States","<=50K"
43,"Private",58447,1,16,1,"Prof-specialty","Husband","White",1,99999,0,55,"United-States",">50K"
52,"Local-gov",91689,1,10,1,"Transport-moving","Husband","White",1,0,0,40,"United-States","<=50K"
46,"Private",166546,1,10,0,"Adm-clerical","Not-in-family","White",0,0,0,24,"United-States","<=50K"
24,"Private",293324,0,9,1,"Machine-op-inspct","Husband","White",1,0,0,40,"United-States","<=50K"
20,"Private",219262,0,5,0,"Transport-moving","Not-in-family","White",1,0,0,50,"United-States","<=50K"
38,"Self-emp-not-inc",403391,0,13,1,"Exec-managerial","Husband","White",1,0,0,60,"United-States","<=50K"
44,"Private",367749,0,13,0,"Prof-specialty","Not-in-family","White",0,0,0,45,"Mexico","<=50K"
24,"Private",128487,0,13,0,"Adm-clerical","Not-in-family","White",0,0,0,40,"United-States","<=50K"
32,"State-gov",111363,0,15,1,"Prof-specialty","Husband","White",1,0,0,75,"United-States",">50K"
49,"Private",240869,0,4,0,"Other-service","Other-relative","White",1,0,0,35,"United-States","<=50K"
36,"Private",163278,1,14,0,"Prof-specialty","Not-in-family","White",0,0,0,40,"United-States","<=50K"
31,"Private",416415,0,9,0,"Adm-clerical","Not-in-family","White",1,0,0,45,"United-States","<=50K"
46,"",280030,0,3,1,"","Husband","White",1,0,0,40,"Mexico","<=50K"
46,"Private",251243,1,10,0,"Exec-managerial","Not-in-family","White",0,0,0,40,"United-States","<=50K"
46,"Local-gov",167159,1,10,1,"Protective-serv","Husband","White",1,0,0,70,"United-States",">50K"
29,"Private",161857,0,9,0,"Other-service","Not-in-family","Other",0,0,0,40,"Columbia","<=50K"
37,"Private",160035,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
44,"",190205,0,4,1,"","Husband","White",1,0,0,25,"United-States","<=50K"
28,"",161290,1,10,0,"","Own-child","Black",0,0,0,40,"United-States","<=50K"
28,"Self-emp-not-inc",112403,0,13,0,"Protective-serv","Own-child","White",1,0,0,40,"United-States","<=50K"
48,"Private",238726,0,9,0,"Adm-clerical","Unmarried","White",0,0,0,40,"United-States","<=50K"
52,"Private",164530,0,7,0,"Machine-op-inspct","Not-in-family","Black",0,0,0,20,"United-States","<=50K"
19,"Private",456572,0,9,0,"Farming-fishing","Other-relative","White",1,0,0,35,"United-States","<=50K"
31,"Self-emp-not-inc",177675,0,13,1,"Prof-specialty","Husband","White",1,0,0,40,"United-States",">50K"
47,"Private",246739,0,13,1,"Exec-managerial","Husband","White",1,99999,0,55,"United-States",">50K"
37,"Private",102953,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
22,"",224238,1,10,0,"","Own-child","White",1,0,0,2,"United-States","<=50K"
46,"Private",155489,0,12,1,"Craft-repair","Husband","White",1,0,0,44,"United-States",">50K"
51,"Self-emp-not-inc",156802,0,9,1,"Farming-fishing","Husband","White",1,3103,0,60,"United-States",">50K"
50,"Private",168212,1,14,1,"Craft-repair","Husband","White",1,0,1902,45,"United-States",">50K"
38,"Private",331395,0,4,1,"Farming-fishing","Husband","White",1,3942,0,84,"Portugal","<=50K"
40,"Local-gov",261497,0,9,1,"Craft-repair","Husband","Black",1,0,0,35,"United-States","<=50K"
58,"Private",365511,1,10,0,"Machine-op-inspct","Not-in-family","Other",1,0,0,40,"Mexico","<=50K"
36,"Private",187999,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"United-States",">50K"
26,"Local-gov",190350,0,13,0,"Prof-specialty","Own-child","Black",0,0,0,35,"United-States","<=50K"
17,"",166759,0,8,0,"","Own-child","White",0,0,0,40,"United-States","<=50K"
49,"Private",168262,0,6,0,"Other-service","Not-in-family","White",1,0,0,48,"United-States","<=50K"
39,"State-gov",122011,1,14,1,"Prof-specialty","Wife","White",0,5178,0,38,"United-States",">50K"
46,"Private",165953,0,13,1,"Adm-clerical","Husband","White",1,0,0,45,"United-States",">50K"
26,"Private",375980,0,9,0,"Sales","Unmarried","Black",0,0,0,37,"United-States","<=50K"
40,"Federal-gov",406463,1,14,0,"Tech-support","Not-in-family","White",0,0,0,40,"United-States","<=50K"
53,"State-gov",231472,1,16,1,"Prof-specialty","Husband","White",1,0,0,40,"United-States",">50K"
60,"Self-emp-not-inc",78913,1,10,1,"Exec-managerial","Husband","White",1,0,0,50,"United-States","<=50K"
28,"Private",69107,0,9,1,"Handlers-cleaners","Husband","Black",1,0,0,40,"United-States","<=50K"
22,"",182387,1,10,0,"","Not-in-family","Asian-Pac-Islander",0,0,0,12,"Thailand","<=50K"
31,"Private",169002,0,9,1,"Handlers-cleaners","Husband","White",1,0,0,55,"United-States","<=50K"
45,"Private",229967,0,9,0,"Exec-managerial","Not-in-family","White",1,13550,0,50,"United-States",">50K"
34,"Private",422836,0,9,0,"Prof-specialty","Unmarried","White",1,0,0,40,"Mexico","<=50K"
27,"State-gov",230922,1,14,0,"Exec-managerial","Not-in-family","White",1,0,0,40,"Scotland","<=50K"
40,"Private",195892,1,10,0,"Transport-moving","Not-in-family","Black",0,0,0,40,"United-States","<=50K"
68,"Private",163346,0,9,0,"Machine-op-inspct","Not-in-family","White",0,0,0,32,"United-States","<=50K"
51,"Private",82566,0,9,1,"Craft-repair","Husband","White",1,0,0,50,"United-States","<=50K"
55,"Private",86505,0,9,1,"Tech-support","Husband","White",1,0,0,20,"United-States","<=50K"
43,"Private",178780,0,12,1,"Exec-managerial","Husband","White",1,0,0,45,"United-States",">50K"
23,"State-gov",173945,0,13,0,"Prof-specialty","Own-child","White",0,0,0,27,"United-States","<=50K"
48,"Private",176810,0,9,1,"Other-service","Husband","White",1,0,0,40,"United-States","<=50K"
42,"Self-emp-inc",23813,1,10,1,"Prof-specialty","Husband","Amer-Indian-Eskimo",1,2885,0,30,"United-States","<=50K"
51,"Self-emp-inc",210736,0,9,0,"Exec-managerial","Not-in-family","White",1,10520,0,40,"United-States",">50K"
32,"Private",343789,0,9,1,"Machine-op-inspct","Husband","White",1,5013,0,55,"United-States","<=50K"
34,"Private",113838,1,10,1,"Sales","Husband","White",1,0,0,45,"United-States",">50K"
31,"Local-gov",121055,0,9,1,"Craft-repair","Husband","White",1,0,0,70,"United-States",">50K"
71,"",52171,0,4,0,"","Unmarried","White",1,0,0,45,"United-States","<=50K"
17,"Private",566049,0,6,0,"Other-service","Own-child","White",1,0,0,8,"United-States","<=50K"
37,"Private",67433,0,9,1,"Adm-clerical","Wife","White",0,0,0,40,"United-States",">50K"
26,"Private",39014,0,8,1,"Priv-house-serv","Wife","Other",0,0,0,40,"Dominican-Republic","<=50K"
17,"Private",51939,0,7,0,"Sales","Own-child","White",0,0,0,15,"United-States","<=50K"
34,"Private",100669,0,13,1,"Transport-moving","Husband","Asian-Pac-Islander",1,0,0,40,"United-States",">50K"
46,"Private",155659,0,7,1,"Craft-repair","Husband","White",1,0,1902,40,"United-States",">50K"
33,"Private",112847,0,9,1,"Transport-moving","Husband","Asian-Pac-Islander",1,0,0,40,"","<=50K"
41,"Local-gov",32185,1,14,1,"Exec-managerial","Husband","White",1,0,0,40,"United-States",">50K"
59,"Private",138370,0,6,0,"Protective-serv","Not-in-family","Asian-Pac-Islander",1,0,0,40,"India","<=50K"
50,"Self-emp-not-inc",172281,0,9,1,"Exec-managerial","Husband","White",1,7688,0,50,"United-States",">50K"
46,"Private",180505,0,9,1,"Machine-op-inspct","Husband","Black",1,0,0,40,"United-States","<=50K"
45,"Private",168262,1,14,0,"Prof-specialty","Not-in-family","White",1,0,0,40,"United-States","<=50K"
27,"Private",85126,0,9,0,"Machine-op-inspct","Not-in-family","White",0,0,0,40,"United-States","<=50K"
31,"Private",113838,0,13,1,"Prof-specialty","Husband","White",1,0,0,50,"United-States","<=50K"
32,"Private",197457,0,9,0,"Tech-support","Unmarried","White",0,1471,0,38,"United-States","<=50K"
28,"Private",197905,0,9,1,"Craft-repair","Husband","White",1,0,0,50,"United-States","<=50K"
32,"Private",316589,0,13,1,"Exec-managerial","Husband","White",1,0,0,40,"United-States",">50K"
36,"Private",336367,0,12,0,"Exec-managerial","Unmarried","White",1,0,0,50,"United-States","<=50K"
39,"Self-emp-inc",143123,0,11,1,"Craft-repair","Husband","White",1,0,2415,40,"United-States",">50K"
23,"Private",209955,0,9,0,"Craft-repair","Not-in-family","White",1,0,0,40,"United-States","<=50K"
44,"Private",210013,0,9,1,"Transport-moving","Husband","White",1,0,0,40,"United-States",">50K"
37,"Private",224541,1,10,1,"Transport-moving","Husband","White",1,0,0,40,"United-States","<=50K"
36,"Private",275653,0,4,0,"Machine-op-inspct","Unmarried","White",0,2977,0,40,"Puerto-Rico","<=50K"
45,"Private",88061,0,7,0,"Machine-op-inspct","Unmarried","Asian-Pac-Islander",0,0,0,40,"South","<=50K"
43,"Federal-gov",195897,0,9,1,"Farming-fishing","Husband","White",1,7298,0,40,"United-States",">50K"
49,"Private",43206,0,15,0,"Prof-specialty","Not-in-family","White",0,0,0,55,"United-States",">50K"
37,"Private",202950,0,9,1,"Transport-moving","Husband","White",1,0,0,40,"United-States",">50K"
26,"Private",154093,0,9,0,"Transport-moving","Own-child","Black",1,0,0,40,"United-States","<=50K"
34,"Private",112115,0,15,1,"Prof-specialty","Husband","White",1,0,1977,55,"United-States",">50K"
51,"Private",355954,1,10,1,"Craft-repair","Husband","White",1,0,0,60,"United-States",">50K"
24,"Private",379418,1,10,0,"Adm-clerical","Not-in-family","White",0,0,0,40,"United-States","<=50K"
67,"Self-emp-not-inc",286372,0,13,1,"Transport-moving","Husband","White",1,0,0,40,"United-States","<=50K"
40,"Private",48087,0,9,1,"Sales","Husband","White",1,7298,0,45,"United-States",">50K"
32,"Private",387270,0,9,1,"Sales","Wife","White",0,0,0,40,"United-States",">50K"
21,"Private",270043,1,10,0,"Other-service","Own-child","White",0,0,0,16,"United-States","<=50K"
39,"Self-emp-not-inc",65738,1,10,1,"Other-service","Wife","White",0,0,0,15,"United-States",">50K"
33,"Private",159888,0,7,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
48,"Private",278039,0,9,0,"Sales","Not-in-family","White",1,0,0,60,"United-States","<=50K"
21,"Private",265434,1,10,0,"Prof-specialty","Own-child","White",0,0,0,30,"United-States","<=50K"
68,"Self-emp-inc",52052,0,11,0,"Sales","Not-in-family","White",0,25124,0,50,"United-States",">50K"
24,"Private",208882,0,9,0,"Craft-repair","Not-in-family","Black",1,0,0,40,"United-States","<=50K"
24,"Private",229393,0,7,0,"Farming-fishing","Unmarried","White",1,2463,0,40,"United-States","<=50K"
23,"Private",53513,0,13,0,"Exec-managerial","Own-child","White",0,0,0,45,"United-States","<=50K"
40,"Private",225193,0,9,1,"Handlers-cleaners","Husband","White",1,0,0,63,"United-States","<=50K"
48,"Private",166809,0,13,0,"Exec-managerial","Not-in-family","White",0,0,0,50,"United-States",">50K"
42,"Self-emp-not-inc",175674,0,9,1,"Sales","Husband","White",1,0,0,60,"United-States","<=50K"
45,"Federal-gov",368947,0,13,0,"Protective-serv","Not-in-family","Black",0,0,0,40,"United-States","<=50K"
31,"Private",194901,0,9,1,"Sales","Husband","White",1,0,0,50,"United-States",">50K"
53,"Private",203173,0,11,1,"Exec-managerial","Husband","White",1,0,0,45,"United-States","<=50K"
25,"Private",267431,0,13,0,"Prof-specialty","Own-child","Black",0,0,0,55,"United-States","<=50K"
32,"Private",111836,1,10,1,"Other-service","Husband","Black",1,0,0,50,"United-States","<=50K"
34,"Private",198613,0,7,1,"Sales","Husband","White",1,0,0,25,"","<=50K"
41,"Self-emp-inc",149102,0,13,1,"Exec-managerial","Husband","White",1,0,0,35,"United-States",">50K"
57,"Local-gov",121111,0,9,0,"Adm-clerical","Unmarried","White",0,0,0,40,"United-States","<=50K"
25,"Private",130397,0,6,0,"Farming-fishing","Unmarried","Amer-Indian-Eskimo",1,0,0,40,"United-States","<=50K"
40,"Private",212847,1,10,1,"Machine-op-inspct","Husband","White",1,0,2179,40,"United-States","<=50K"
17,"Private",184198,0,7,0,"Sales","Own-child","White",0,0,0,13,"United-States","<=50K"
17,"Private",121287,0,5,0,"Craft-repair","Own-child","White",1,0,0,40,"United-States","<=50K"
82,"Self-emp-inc",120408,1,10,0,"Sales","Not-in-family","White",1,0,0,20,"United-States","<=50K"
40,"Private",164678,0,12,0,"Prof-specialty","Unmarried","White",0,0,0,32,"United-States","<=50K"
26,"Private",388812,1,10,0,"Sales","Not-in-family","Black",1,0,0,35,"United-States","<=50K"
37,"Private",294919,1,10,0,"Transport-moving","Not-in-family","White",1,0,0,40,"United-States","<=50K"
25,"Private",101684,0,6,1,"Transport-moving","Husband","White",1,0,0,40,"United-States","<=50K"
65,"Private",36209,0,6,1,"Handlers-cleaners","Husband","White",1,0,0,22,"United-States",">50K"
39,"Private",123983,0,13,0,"Sales","Not-in-family","Asian-Pac-Islander",1,0,0,40,"China","<=50K"
36,"Self-emp-not-inc",340001,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
37,"Self-emp-not-inc",203828,0,9,1,"Sales","Husband","White",1,0,0,45,"United-States","<=50K"
23,"Private",183789,0,9,0,"Sales","Own-child","White",1,0,0,40,"United-States","<=50K"
34,"Private",305619,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"United-States",">50K"
63,"Self-emp-not-inc",174181,0,13,1,"Prof-specialty","Husband","White",1,0,0,20,"United-States","<=50K"
59,"Private",131869,0,9,0,"Other-service","Not-in-family","White",0,0,0,35,"United-States","<=50K"
49,"Self-emp-not-inc",43479,1,10,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
62,"",203126,0,5,0,"","Unmarried","White",0,0,0,40,"Dominican-Republic","<=50K"
17,"Private",118792,0,7,0,"Sales","Own-child","White",0,0,0,9,"United-States","<=50K"
28,"Private",272913,0,6,1,"Handlers-cleaners","Husband","White",1,0,0,30,"Mexico","<=50K"
45,"Federal-gov",222011,0,13,1,"Handlers-cleaners","Husband","White",1,0,0,40,"United-States","<=50K"
40,"Self-emp-inc",301007,0,13,1,"Prof-specialty","Husband","White",1,0,0,60,"United-States","<=50K"
45,"Private",197731,0,9,1,"Machine-op-inspct","Husband","White",1,0,0,40,"United-States","<=50K"
20,"Private",173736,0,5,0,"Machine-op-inspct","Own-child","White",1,0,0,40,"United-States","<=50K"
19,"",182590,0,6,0,"","Not-in-family","White",0,0,0,38,"United-States","<=50K"
59,"Local-gov",93211,0,13,1,"Exec-managerial","Wife","White",0,0,0,22,"United-States",">50K"
41,"Private",24763,0,9,0,"Transport-moving","Unmarried","White",1,7443,0,40,"United-States","<=50K"
49,"Local-gov",219021,1,10,0,"Exec-managerial","Unmarried","White",1,0,0,48,"United-States",">50K"
37,"Private",137229,0,11,0,"Sales","Not-in-family","White",1,0,0,45,"United-States",">50K"
31,"Self-emp-not-inc",281030,0,9,1,"Craft-repair","Husband","White",1,0,0,45,"United-States","<=50K"
21,"Private",234108,1,10,0,"Handlers-cleaners","Own-child","White",1,0,0,40,"United-States","<=50K"
27,"Private",46868,0,13,0,"Tech-support","Not-in-family","White",0,0,0,15,"United-States","<=50K"
20,"",162667,0,9,0,"","Other-relative","White",1,0,0,40,"El-Salvador","<=50K"
51,"Private",173291,0,9,0,"Other-service","Not-in-family","White",0,0,0,40,"United-States","<=50K"
46,"Private",305160,0,2,1,"Handlers-cleaners","Husband","White",1,0,0,40,"Mexico","<=50K"
48,"Private",212954,1,10,1,"Craft-repair","Husband","White",1,0,0,60,"United-States",">50K"
39,"Local-gov",112284,1,14,0,"Prof-specialty","Not-in-family","White",0,0,0,40,"United-States","<=50K"
50,"Private",164198,0,12,1,"Handlers-cleaners","Husband","Black",1,15024,0,45,"United-States",">50K"
41,"Private",152958,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"United-States",">50K"
21,"Private",145389,1,10,0,"Prof-specialty","Not-in-family","White",0,0,0,25,"United-States","<=50K"
54,"Self-emp-inc",119570,0,12,1,"Sales","Husband","White",1,0,0,50,"United-States",">50K"
40,"Private",272343,0,9,1,"Adm-clerical","Wife","White",0,0,0,40,"United-States",">50K"
44,"Private",187720,0,9,1,"Craft-repair","Husband","White",1,0,0,41,"United-States","<=50K"
50,"Private",145409,0,9,1,"Transport-moving","Husband","White",1,0,0,50,"United-States",">50K"
42,"Private",208726,1,10,0,"Exec-managerial","Unmarried","White",0,0,0,45,"United-States","<=50K"
34,"Private",203488,0,9,0,"Craft-repair","Not-in-family","White",1,0,0,40,"United-States","<=50K"
46,"Private",330416,1,10,1,"Adm-clerical","Husband","White",1,0,0,40,"United-States","<=50K"
35,"Private",25803,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
38,"Private",171150,0,12,1,"Prof-specialty","Husband","White",1,0,0,40,"United-States",">50K"
37,"Private",82576,0,15,0,"Prof-specialty","Not-in-family","White",1,14084,0,36,"United-States",">50K"
